work_province,age,gender,work_title,work_type,work_contract_type,work_mode,years_experience,years_in_company,years_in_position,people_in_charge,company_size,office_days_number(hybrid),work_place_satisfaction,work_place_benefits,last_month_gross_salary,last_month_net_salary,salary_in_usd,salary_has_bonus,salary_bonus_tied_to,salary_satisfaction,platforms,programming_languages,frameworks,databases,qa_testing_tools,AI_tools_use,highest_level_studies,status,degree/specialization,university/school
Córdoba,23,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,2.0,0.0,0.0,0,De 51 a 100 personas,0,10,"Comidas pagas / subvencionadas, Horarios flexibles, Lactario en la oficina",380000.0,320000.0,No cobro mi salario en dolares,No,No recibo bono,4,"Docker, Linux","CSS, HTML, Javascript, SQL","Bootstrap, jQuery, Next.js, React.js",MySQL,Ninguna de las anteriores,5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,26,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,5.0,1.0,1.0,0,De 51 a 100 personas,0,0,Horarios flexibles,900000.0,900000.0,Cobro todo el salario en dólares,No,No recibo bono,2,"Amazon Web Services, Docker, Linux",Python,"Django, Flask","MongoDB, MySQL, PostgreSQL",Ninguna de las anteriores,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,28,Mujer Cis,UX Designer,Full-Time,Contractor,100% remoto,3.0,1.5,1.5,0,De 101 a 200 personas,0,10,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",1125000.0,1125000.0,Cobro todo el salario en dólares,Un sueldo,Performance individual,3,figma,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,4,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,50,Varón Cis,Business Analyst,Full-Time,Staff (planta permanente),100% presencial,27.0,3.0,3.0,0,De 2001a 5000 personas,0,7,"Abono de celular, Capacitaciones y/o cursos, Clases de idiomas",650000.0,470000.0,No cobro mi salario en dolares,De uno a tres sueldos,Performance individual,3,"Amazon Web Services, Docker, Firebase, Google Cloud Platform, Linux, VMWare, Windows Server",".NET, Bash/Shell, C#, HTML, Javascript, PHP, SQL","Angular, Bootstrap, CodeIgniter, Drupal, jQuery, Laravel, Node.js","IBM Db2, MariaDB, Microsoft SQL Server, MySQL","Postman, SoapUI",2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,43,Varón Cis,Developer,Full-Time,Tercerizado (trabajo a través de consultora o agencia),100% remoto,8.0,7.0,2.0,0,De 501 a 1000 personas,0,9,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",450000.0,380000.0,No cobro mi salario en dolares,No,No recibo bono,2,OpenShift,Java,"Bootstrap, Hibernate, Spring",Oracle,JUnit,3,Terciario,Incompleto,Ingeniería en Computación,UTN - Universidad Tecnológica Nacional
Córdoba,39,Mujer Cis,SysAdmin,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),7.0,10.0,6.0,0,De 2001a 5000 personas,2,5,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Estacionamiento gratuito / subvencionado, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",489000.0,418000.0,No cobro mi salario en dolares,No,No recibo bono,2,"Docker, Linux, VMWare, Windows Server",SQL,Ninguno de los anteriores,"MongoDB, MySQL",Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,29,Hombre,Developer,Full-Time,Staff (planta permanente),100% remoto,5.0,3.0,3.0,0,De 101 a 200 personas,0,4,"Clases de idiomas, Vacaciones flexibles (adicionales a las reglamentarias)",550000.0,420.0,Mi sueldo está dolarizado (pero cobro en moneda local),No,No recibo bono,2,Ninguna de las anteriores,"CSS, HTML, Javascript","Angular, Bootstrap, WordPress",Ninguna de las anteriores,Jest,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,35,Varón Cis,Architect,Full-Time,Staff (planta permanente),100% remoto,13.0,4.0,1.0,0,De 51 a 100 personas,0,8,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",572394.0,497689.0,No cobro mi salario en dolares,No,No recibo bono,3,"Amazon Web Services, Docker, Google Cloud Platform, Linux","Bash/Shell, Python","Flask, WordPress","MariaDB, Microsoft SQL Server, MySQL, Oracle, PostgreSQL",SoapUI,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,26,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),4.0,2.0,2.0,0,De 2001a 5000 personas,1,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Estacionamiento gratuito / subvencionado, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",800000.0,560000.0,No cobro mi salario en dolares,De uno a tres sueldos,Performance de la compañía,3,"Amazon Web Services, Docker, Kubernetes, Serverless","Javascript, TypeScript",Node.js,Amazon DynamoDB,"Jest, Mocha, Postman, Visual Studio Coded UI",2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,42,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),15.0,15.0,4.0,14,Más de 10000 personas,3,7,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",650000.0,530000.0,No cobro mi salario en dolares,De uno a tres sueldos,Performance de la compañía,3,"Google Cloud Platform, SAP, VMWare",Python,a,a,a,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,30,Varón Cis,Developer,Full-Time,Participación societaria en una cooperativa,Híbrido (presencial y remoto),4.0,4.0,4.0,0,De 2 a 10 personas,4,10,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",305000.0,305000.0,No cobro mi salario en dolares,No,No recibo bono,4,"Docker, Linux","Java, Javascript, Kotlin",Node.js,"MongoDB, MySQL, PostgreSQL","JUnit, Mocha, Postman",3,Secundario,En curso,Prefiero no responder,Prefiero no responder
Córdoba,50,Varón Cis,BI Analyst / Data Analyst,Full-Time,Contractor,100% remoto,2.0,1.0,1.0,0,De 101 a 200 personas,0,9,Ninguna de las anteriores,350000.0,350000.0,Mi sueldo está dolarizado (pero cobro en moneda local),No,No recibo bono,4,Google Cloud Platform,SQL,Ninguno de los anteriores,Google Cloud Storage,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,26,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,2.0,2.0,0.0,0,De 11  a 50  personas,0,8,"Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",364018.0,302135.0,No cobro mi salario en dolares,No,No recibo bono,3,"Docker, Linux, Microcontroladores",Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,4,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,39,Varón Cis,DevOps Engineer,Full-Time,Staff (planta permanente),100% remoto,5.0,2.0,2.0,0,De 1001 a 2000 personas,0,9,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",857971.33,856115.0,Cobro parte del salario en dólares,Menos de un sueldo,Mix de las anteriores,3,"Amazon Web Services, Linux, Serverless, Windows Server",Python,Ninguno de los anteriores,"Amazon DynamoDB, Amazon RDS/Aurora, MySQL",Ninguna de las anteriores,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,40,Varon no Cis,UX Designer,Full-Time,Staff (planta permanente),100% remoto,5.0,0.0,0.0,0,De 2001a 5000 personas,0,8,Abono de Internet,540000.0,540000.0,Cobro parte del salario en dólares,Un sueldo,Performance individual,4,Figma,"CSS, HTML, Javascript",React.js,Ninguna de las anteriores,Storybook,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,22,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,2.0,0.0,0.0,0,De 101 a 200 personas,0,7,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles",220000.0,180000.0,Mi sueldo está dolarizado (pero cobro en moneda local),No,No recibo bono,3,Azure,".NET, C#, SQL",".NET Core, Angular, Bootstrap, jQuery, Node.js",Oracle,Postman,2,Universitario,En curso,Ingenieria en Sistemas,UTN - Universidad Tecnológica Nacional
Córdoba,26,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,1.0,0.0,0.0,0,Más de 10000 personas,0,8,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles",670000.0,400000.0,No cobro mi salario en dolares,De uno a tres sueldos,Performance individual,2,Fury,"Go, Java, SQL","Hibernate, Spring, Gin Web Framework","ElasticSearch, MySQL","JUnit, Postman",3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,32,Varón Cis,DevOps Engineer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),3.0,1.0,1.0,0,De 11  a 50  personas,2,7,Capacitaciones y/o cursos,300.0,250.0,No cobro mi salario en dolares,Menos de un sueldo,Performance individual,2,"Amazon Web Services, Docker, Kubernetes, Linux, VMWare, Windows Server","Bash/Shell, Python","Django, Flask, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, MariaDB, Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,4,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,33,Varón Cis,Developer,Full-Time,Contractor,100% remoto,10.0,3.0,3.0,0,De 51 a 100 personas,0,7,"Clases de idiomas, Horarios flexibles",667200.0,667200.0,Cobro parte del salario en dólares,No,No recibo bono,4,"Azure, Windows Server",".NET, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, jQuery",Microsoft SQL Server,Ninguna de las anteriores,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,49,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),27.0,1.0,1.0,0,De 201 a 500 personas,1,5,"Descuento en gimnasios / Clases de gimnasia online, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",298000.0,252000.0,No cobro mi salario en dolares,No,No recibo bono,2,"Linux, Windows Server","Delphi, SQL",Ninguno de los anteriores,Firebird,Test Complete,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,30,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,4.0,1.0,1.0,0,De 201 a 500 personas,0,7,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",350000.0,400000.0,No cobro mi salario en dolares,No,No recibo bono,2,"Amazon Web Services, Docker, Kubernetes","Java, Javascript",Spring,Oracle,"Cucumber, JUnit",3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,26,Mujer Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),3.0,1.0,1.0,0,De 101 a 200 personas,2,10,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles, Licencia por nacimiento extendida, Viáticos",340000.0,290000.0,No cobro mi salario en dolares,Un sueldo,Performance individual,2,Docker,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",".NET Core, Angular, Bootstrap","MySQL, Oracle, Redis",Xunit,5,Universitario,En curso,Ingenieria en Sistemas,UTN - Universidad Tecnológica Nacional
Córdoba,33,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,2.0,2.0,2.0,0,De 201 a 500 personas,0,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",311649.0,278670.0,Cobro parte del salario en dólares,No,No recibo bono,3,Ninguna de las anteriores,"CSS, HTML, Javascript, TypeScript","Node.js, React.js",PostgreSQL,"Jest, Postman",3,Universitario,En curso,Licenciatura en Informática,Universidad Siglo 21
Córdoba,42,Varón Cis,Release Management Engineer,Full-Time,Staff (planta permanente),100% remoto,25.0,0.0,0.0,0,De 2 a 10 personas,0,5,Abono de Internet,539000.0,497907.0,No cobro mi salario en dolares,No,No recibo bono,4,"Linux, VMWare, Windows Server",Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,30,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),0.0,0.0,0.0,0,De 2 a 10 personas,3,7,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Horarios flexibles",213854.0,186394.0,No cobro mi salario en dolares,No,Performance individual,1,Windows Server,"C#, Javascript, SQL",Ninguno de los anteriores,Microsoft SQL Server,Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,30,Mujer Cis,Developer,Full-Time,Contractor,100% remoto,3.0,0.0,3.0,1,De 2 a 10 personas,0,4,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1127000.0,1000000.0,Cobro todo el salario en dólares,No,No recibo bono,4,"Amazon Web Services, Docker","CSS, HTML, Javascript",React.js,MySQL,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,29,Mujer Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),6.0,3.0,0.0,0,De 1001 a 2000 personas,1,2,Abono de Internet,140000.0,120000.0,No cobro mi salario en dolares,No,No recibo bono,1,"Docker, Linux","CSS, HTML, Javascript, PHP","Bootstrap, CodeIgniter, jQuery",MySQL,Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,36,Mujer Cis,Data Engineer,Full-Time,Tercerizado (trabajo a través de consultora o agencia),100% remoto,2.0,2.0,0.0,0,De 201 a 500 personas,0,0,Ninguna de las anteriores,163000.0,225000.0,No cobro mi salario en dolares,No,No recibo bono,3,Azure,"Scala, SQL",Spark,"MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), MySQL",Ninguna de las anteriores,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,36,Varón Cis,UX Designer,Full-Time,Contractor,100% remoto,7.0,0.0,2.0,2,De 51 a 100 personas,0,0,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",3300.0,3300.0,Cobro todo el salario en dólares,De uno a tres sueldos,Performance individual,3,Ninguna de las anteriores,"CSS, HTML","Angular, Bootstrap, React.js, WordPress",Ninguna de las anteriores,Ninguna de las anteriores,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,32,Varón Cis,Technical Support,Full-Time,Staff (planta permanente),100% remoto,1.0,0.0,0.0,0,De 101 a 200 personas,0,10,"Abono de Internet, Capacitaciones y/o cursos, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",300000.0,267000.0,No cobro mi salario en dolares,No,No recibo bono,2,"Azure, Linux, Service Desk",Ninguno de los anteriores,Ninguno de los anteriores,"Microsoft SQL Server, MySQL",Ninguna de las anteriores,5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,39,Varón Cis,BI Analyst / Data Analyst,Full-Time,Staff (planta permanente),100% remoto,1.0,20.0,1.0,0,Más de 10000 personas,0,7,"Abono de celular, Clases de idiomas, Guardería o pago para cubrir costo de guardería, Sueldo dividido en dos pagos por mes, Viáticos",850000.0,450000.0,No cobro mi salario en dolares,De uno a tres sueldos,Mix de las anteriores,2,"Google Cloud Platform, SAP, Windows Server","HTML, Javascript, Python, SQL","Bootstrap, SAP","Google Cloud Storage, Microsoft SQL Server, MySQL",Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,26,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,2.0,0.0,0.0,0,Más de 10000 personas,0,10,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",540000.0,430000.0,No cobro mi salario en dolares,Un sueldo,Performance individual,4,"Amazon Web Services, Docker, Google Cloud Platform, Linux, Serverless","Go, Java, Javascript, Kotlin","Node.js, Spring","Cassandra, MySQL","Jest, Postman",3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,49,Varón Cis,DevOps Engineer,Full-Time,Contractor,100% remoto,20.0,1.5,1.5,0,De 51 a 100 personas,0,9,"Clases de idiomas, Horarios flexibles",2500000.0,2500000.0,Cobro todo el salario en dólares,No,No recibo bono,4,"Amazon Web Services, Azure, Docker, Kubernetes, Linux","Bash/Shell, Python",Ninguno de los anteriores,"Amazon Redshift, Amazon RDS/Aurora, PostgreSQL",Ninguna de las anteriores,2,Universitario,Completo,Ingenieria en Sistemas,UCA - Universidad Católica Argentina
Córdoba,31,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),6.0,6.0,6.0,4,De 501 a 1000 personas,1,10,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",346385.54,287500.0,Cobro parte del salario en dólares,No,No recibo bono,3,"Amazon Web Services, Azure, Docker, Linux, Windows Server",".NET, Bash/Shell, C#, HTML, Javascript, Python, SQL",".NET Core, Bootstrap, jQuery, Vue.js","Amazon DynamoDB, Amazon RDS/Aurora, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, Redis","JUnit, Postman, Xunit",3,Universitario,Incompleto,Licenciatura en Informática,Universidad Siglo 21
Córdoba,37,Prefiero no decir,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),2.0,0.0,1.0,0,De 51 a 100 personas,0,10,"Clases de idiomas, Horarios flexibles",327300.0,276000.0,No cobro mi salario en dolares,No,No recibo bono,3,"Amazon Web Services, Docker, Linux",Java,Spring,PostgreSQL,Ninguna de las anteriores,4,Terciario,Completo,Analista Programador,
Córdoba,42,Varón Cis,Data Engineer,Full-Time,Staff (planta permanente),100% remoto,15.0,0.0,5.0,0,De 2001a 5000 personas,0,8,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",680000.0,519000.0,No cobro mi salario en dolares,Un sueldo,Performance de la compañía,3,"Amazon Web Services, Google Cloud Platform","Python, SQL","Hadoop, Spark","Apache Hive, Google Cloud Storage, Oracle",Ninguna de las anteriores,0,Terciario,Completo,Analista de Sistemas,ISSD - Instituto Superior Santo Domingo
Córdoba,38,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,5.0,1.0,1.0,0,Más de 10000 personas,0,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",472060.0,403539.0,Cobro parte del salario en dólares,No,No recibo bono,3,Azure,".NET, C#",.NET Core,"Microsoft Azure (Tables, CosmosDB, SQL, etc)","NUnit, Postman, Xunit",2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,30,Varón Cis,DevOps Engineer,Full-Time,Staff (planta permanente),100% remoto,3.0,1.0,3.0,2,Más de 10000 personas,0,8,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida",730000.0,537000.0,No cobro mi salario en dolares,Un sueldo,Performance individual,2,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, Serverless, Python, Ansible, Terraform","Bash/Shell, Python","Node.js, Spring","Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, MongoDB, MySQL, PostgreSQL, Redis",Ninguna de las anteriores,1,Universitario,Completo,Ingeniería en Telecomunicaciones,UNRC - Universidad Nacional de Río Cuarto
Córdoba,28,Mujer Cis,BI Analyst / Data Analyst,Full-Time,Staff (planta permanente),100% remoto,5.0,3.0,3.0,0,De 101 a 200 personas,0,9,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",490000.0,430000.0,Cobro parte del salario en dólares,Menos de un sueldo,Mix de las anteriores,3,Azure,"Python, SQL",Spark,"Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server",Ninguna de las anteriores,5,Universitario,Completo,Licenciatura en Administración,UCA - Universidad Católica Argentina
Córdoba,41,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),11.0,0.0,0.0,0,Más de 10000 personas,2,10,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",920000.0,679000.0,Cobro parte del salario en dólares,Menos de un sueldo,Mix de las anteriores,3,"Amazon Web Services, Docker, Google Cloud Platform, Kubernetes","Java, Javascript","Node.js, Javalin",MySQL,JUnit,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,29,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% presencial,5.0,6.0,5.0,0,Más de 10000 personas,0,5,Ninguna de las anteriores,350000.0,300000.0,No cobro mi salario en dolares,No,No recibo bono,2,Windows Server,".NET, C#, CSS, HTML, Javascript, SQL",".NET Core, Vue.js",Microsoft SQL Server,Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,34,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),100% remoto,10.0,2.0,1.0,0,De 51 a 100 personas,1,8,"Capacitaciones y/o cursos, Comidas pagas / subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)",1511000.0,980000.0,Cobro todo el salario en dólares,Un sueldo,Siempre un sueldo al año,3,"Azure, Docker, Kubernetes","Java, SQL",Spring,"MongoDB, PostgreSQL","Cucumber, JUnit, Postman",0,Universitario,Completo,Ingenieria en Sistemas,UTN - Universidad Tecnológica Nacional
Córdoba,42,Varón Cis,Product Manager,Full-Time,Staff (planta permanente),100% remoto,2.0,0.0,0.0,3,1 (solamente yo),0,9,"Horarios flexibles, Licencia por nacimiento extendida, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",980000.0,850000.0,Cobro todo el salario en dólares,Menos de un sueldo,Performance de la compañía,3,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,0,Maestría,Completo,Sociólogo,UBA - Universidad de Buenos Aires
Córdoba,40,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,6.0,6.0,2.0,0,De 201 a 500 personas,0,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Horarios flexibles",600000.0,430000.0,No cobro mi salario en dolares,Menos de un sueldo,Performance de la compañía,2,"AIX, Amazon Web Services","Bash/Shell, C++, COBOL, SQL",Ninguno de los anteriores,"Microsoft SQL Server, Oracle",Postman,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,31,Varón Cis,DevOps Engineer,Full-Time,Tercerizado (trabajo a través de consultora o agencia),Híbrido (presencial y remoto),10.0,2.0,2.0,0,De 11  a 50  personas,2,3,Abono de Internet,350000.0,290000.0,Mi sueldo está dolarizado (pero cobro en moneda local),No,No recibo bono,2,"Amazon Web Services, Azure, Docker, Linux, Windows Server","Bash/Shell, Python",Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,2,Universitario,Completo,Economista,
Córdoba,28,Varón Cis,BI Analyst / Data Analyst,Full-Time,Staff (planta permanente),100% remoto,3.0,2.0,2.0,0,De 101 a 200 personas,0,6,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Licencia por nacimiento extendida, Vacaciones flexibles (adicionales a las reglamentarias)",217000.0,182000.0,No cobro mi salario en dolares,Menos de un sueldo,Performance individual,2,"Azure, VMWare, Windows Server, Power BI","Python, SQL","Hadoop, Spark","Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, SQLite",Visual Studio Coded UI,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Córdoba,44,Varón Cis,Developer,Full-Time,Contractor,100% remoto,20.0,1.0,1.0,0,De 501 a 1000 personas,0,7,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",1940000.0,1840000.0,Cobro todo el salario en dólares,No,No recibo bono,3,"Azure, Docker",".NET, C#, HTML, Javascript, SQL, TypeScript",".NET Core, Angular","Microsoft Azure (Tables, CosmosDB, SQL, etc)",Xunit,1,Universitario,Completo,Ingenieria en Sistemas,UTN - Universidad Tecnológica Nacional
Córdoba,27,Prefiero no decir,Developer,Full-Time,Staff (planta permanente),100% remoto,2.0,2.0,2.0,0,De 51 a 100 personas,0,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas",744000.0,719000.0,Cobro parte del salario en dólares,No,No recibo bono,2,"Linux, SAP","Groovy, Java","Hibernate, SAP, Spring","HANA, MySQL",JUnit,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
